,Journal Name,ISSN,EISSN,IF,Best Quartile,Quartiles,Eigen Factor,MIF,journal,acceptanceRate,timeToFirstDecision,publicationTime,subjectAreas,aut_valid,Rev1,AR,Time to first decision,Review time,Submission to acceptance,Acceptance to publication,Acceptance Rate
9498,JOURNAL OF PSYCHIATRIC RESEARCH,0022-3956,1879-1379,4.8,Q2,PSYCHIATRY - SCIE (Q2),0.0236,3.35,Journal of Psychiatric Research,34.36,7.4,2.5,"['Psychiatry and Mental Health', 'Biological Psychiatry']",True,51,34,34,130,147,4,
9499,JOURNAL OF PSYCHIATRY & NEUROSCIENCE,1180-4882,1488-2434,4.3,Q2,NEUROSCIENCES - SCIE (Q2); PSYCHIATRY - SCIE (Q2),0.00296,3.38,,,,,,,,,,,,,
9500,JOURNAL OF PSYCHOPHARMACOLOGY,0269-8811,1461-7285,4.1,Q2,CLINICAL NEUROLOGY - SCIE (Q2); NEUROSCIENCES - SCIE (Q2); PHARMACOLOGY & PHARMACY - SCIE (Q2); PSYCHIATRY - SCIE (Q2),0.0076,3.29,,,,,,,,,,,,,
9501,JOURNAL OF PSYCHOPHYSIOLOGY,0269-8803,2151-2124,1.3,Q4,NEUROSCIENCES - SCIE (Q4),0.00031,3.4,,,,,,,,,,,,,
9502,JOURNAL OF PSYCHOSOCIAL NURSING AND MENTAL HEALTH SERVICES,0279-3695,1938-2413,1.2,Q4,NURSING - SCIE (Q4),0.00106,2.0,,,,,,,,,,,,,
9503,Journal of Psychosomatic Obstetrics & Gynecology,0167-482X,1743-8942,3.1,Q2,OBSTETRICS & GYNECOLOGY - SCIE (Q2); PSYCHIATRY - SCIE (Q3),0.00171,3.03,,,,,,,,,,,,,
9504,JOURNAL OF PSYCHOSOMATIC RESEARCH,0022-3999,1879-1360,4.7,Q2,PSYCHIATRY - SCIE (Q2),0.00962,3.35,Journal of Psychosomatic Research,21.29,4.2,2.2,"['Clinical Psychology', 'Psychiatry and Mental Health']",True,29,21,8,126,162,5,21%
9505,JOURNAL OF PUBLIC HEALTH,1741-3842,1741-3850,4.4,Q2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE (Q2)",0.00888,3.05,,,,,,,,,,,,,
9506,JOURNAL OF PUBLIC HEALTH DENTISTRY,0022-4006,1752-7325,2.3,Q3,"DENTISTRY, ORAL SURGERY & MEDICINE - SCIE (Q3); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE (Q3)",0.0011,2.83,,,,,,,,,,,,,
9507,JOURNAL OF PUBLIC HEALTH POLICY,0197-5897,1745-655X,3.8,Q2,"HEALTH CARE SCIENCES & SERVICES - SCIE (Q2); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE (Q2)",0.0016,3.02,,,,,,,,,,,,,
9508,JOURNAL OF PURE AND APPLIED ALGEBRA,0022-4049,1873-1376,0.8,Q3,"MATHEMATICS - SCIE (Q3); MATHEMATICS, APPLIED - SCIE (Q4)",0.00863,1.1,Journal of Pure and Applied Algebra,2.91,1.9,3.7,['Algebra and Number Theory'],True,13,2,14,18,257,8,
9509,JOURNAL OF QUALITY TECHNOLOGY,0022-4065,2575-6230,2.5,Q1,"ENGINEERING, INDUSTRIAL - SCIE (Q3); OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE (Q2); STATISTICS & PROBABILITY - SCIE (Q1)",0.00139,2.43,,,,,,,,,,,,,
9510,JOURNAL OF QUANTITATIVE SPECTROSCOPY & RADIATIVE TRANSFER,0022-4073,1879-1352,2.3,Q2,OPTICS - SCIE (Q3); SPECTROSCOPY - SCIE (Q2),0.0105,2.45,,,,,,,,,,,,,
9511,JOURNAL OF QUATERNARY SCIENCE,0267-8179,1099-1417,2.3,Q3,"GEOGRAPHY, PHYSICAL - SCIE (Q3); GEOSCIENCES, MULTIDISCIPLINARY - SCIE (Q3)",0.00344,2.8,,,,,,,,,,,,,
9512,JOURNAL OF RADIATION RESEARCH,0449-3060,1349-9157,2.0,Q3,"BIOLOGY - SCIE (Q3); ONCOLOGY - SCIE (Q4); RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE (Q3)",0.00249,3.0,,,,,,,,,,,,,
9513,Journal of Radiation Research and Applied Sciences,1687-8507,1687-8507,1.7,Q3,MULTIDISCIPLINARY SCIENCES - SCIE (Q3),0.00101,2.7,Journal of Radiation Research and Applied Sciences,31.61,5.2,4.0,[],,36,31,,,,,
9514,JOURNAL OF RADIOANALYTICAL AND NUCLEAR CHEMISTRY,0236-5731,1588-2780,1.6,Q2,"CHEMISTRY, ANALYTICAL - SCIE (Q4); CHEMISTRY, INORGANIC & NUCLEAR - SCIE (Q4); NUCLEAR SCIENCE & TECHNOLOGY - SCIE (Q2)",0.00631,2.27,,,,,,,,,,,,,
9515,JOURNAL OF RADIOLOGICAL PROTECTION,0952-4746,1361-6498,1.5,Q3,"ENVIRONMENTAL SCIENCES - SCIE (Q4); NUCLEAR SCIENCE & TECHNOLOGY - SCIE (Q3); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE (Q4); RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE (Q4)",0.00145,2.71,,,,,,,,,,,,,
9516,JOURNAL OF RAMAN SPECTROSCOPY,0377-0486,1097-4555,2.5,Q2,SPECTROSCOPY - SCIE (Q2),0.00504,2.2,,,,,,,,,,,,,
9517,JOURNAL OF RAPTOR RESEARCH,0892-1016,2162-4569,1.7,Q1,ORNITHOLOGY - SCIE (Q1),0.00072,1.1,,,,,,,,,,,,,
9518,JOURNAL OF RARE EARTHS,1002-0721,1002-0721,4.9,Q1,"CHEMISTRY, APPLIED - SCIE (Q1)",0.00444,2.5,Journal of Rare Earths,31.03,2.4,50.3,"['Chemistry all', 'Geochemistry and Petrology']",True,16,31,5,87,101,5,
9519,Journal of King Saud University-Computer and Information Sciences,1319-1578,2213-1248,6.9,Q1,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE (Q1)",0.00325,3.7,Journal of King Saud University - Computer and Information Sciences,15.84,2.1,68.0,['Computer Science all'],,14,15,,,,,
9520,JOURNAL OF RECEPTORS AND SIGNAL TRANSDUCTION,1079-9893,1532-4281,2.8,Q3,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE (Q3); CELL BIOLOGY - SCIE (Q4),0.00119,4.0,,,,,,,,,,,,,
9521,JOURNAL OF RECONSTRUCTIVE MICROSURGERY,0743-684X,1098-8947,2.1,Q2,SURGERY - SCIE (Q2),0.00266,2.1,,,,,,,,,,,,,
9522,JOURNAL OF REFRACTIVE SURGERY,1081-597X,1938-2391,2.4,Q2,OPHTHALMOLOGY - SCIE (Q2); SURGERY - SCIE (Q2),0.00347,2.2,,,,,,,,,,,,,
9523,JOURNAL OF REHABILITATION MEDICINE,1650-1977,1651-2081,3.5,Q1,REHABILITATION - SCIE (Q1); SPORT SCIENCES - SCIE (Q1),0.00412,2.23,,,,,,,,,,,,,
9524,JOURNAL OF REINFORCED PLASTICS AND COMPOSITES,0731-6844,1530-7964,3.1,Q2,"MATERIALS SCIENCE, COMPOSITES - SCIE (Q2); POLYMER SCIENCE - SCIE (Q2)",0.00198,2.95,,,,,,,,,,,,,
9525,Journal of Renal Care,1755-6678,1755-6686,1.9,Q3,NURSING - SCIE (Q3); UROLOGY & NEPHROLOGY - SCIE (Q4),0.00056,2.35,,,,,,,,,,,,,
9526,JOURNAL OF RENAL NUTRITION,1051-2276,1532-8503,3.2,Q2,NUTRITION & DIETETICS - SCIE (Q3); UROLOGY & NEPHROLOGY - SCIE (Q2),0.00202,3.15,Journal of Renal Nutrition,31.21,11.1,47.5,"['Medicine miscellaneous', 'Nutrition and Dietetics', 'Nephrology']",True,77,31,,,162,,
9527,Journal of Renewable and Sustainable Energy,1941-7012,1941-7012,2.5,Q4,ENERGY & FUELS - SCIE (Q4); GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE (Q4),0.00387,4.88,,,,,,,,,,,,,
9528,JOURNAL OF REPRODUCTION AND DEVELOPMENT,0916-8818,1348-4400,1.8,Q2,"AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE (Q2); REPRODUCTIVE BIOLOGY - SCIE (Q4)",0.00128,2.55,,,,,,,,,,,,,
9529,JOURNAL OF REPRODUCTIVE IMMUNOLOGY,0165-0378,1872-7603,3.4,Q2,IMMUNOLOGY - SCIE (Q3); REPRODUCTIVE BIOLOGY - SCIE (Q2),0.00282,3.85,Journal of Reproductive Immunology,39.03,6.1,1.7,"['Immunology and Allergy', 'Immunology', 'Reproductive Medicine', 'Obstetrics and Gynecology']",True,42,39,,,113,3,
9530,JOURNAL OF REPRODUCTIVE MEDICINE,0024-7758,1943-3565,0.2,Q4,OBSTETRICS & GYNECOLOGY - SCIE (Q4),0.00018,2.7,,,,,,,,,,,,,
9531,Journal of Research in Medical Sciences,1735-1995,1735-7136,1.6,Q3,"MEDICINE, GENERAL & INTERNAL - SCIE (Q3)",0.00173,2.7,,,,,,,,,,,,,
9532,JOURNAL OF RESEARCH OF THE NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,1044-677X,2165-7254,1.5,Q4,"INSTRUMENTS & INSTRUMENTATION - SCIE (Q4); PHYSICS, APPLIED - SCIE (Q4)",0.00047,2.65,,,,,,,,,,,,,
9533,JOURNAL OF RHEOLOGY,0148-6055,1520-8516,3.3,Q2,MECHANICS - SCIE (Q2),0.00376,2.5,,,,,,,,,,,,,
9534,JOURNAL OF RHEUMATOLOGY,0315-162X,1499-2752,3.9,Q2,RHEUMATOLOGY - SCIE (Q2),0.01223,3.9,,,,,,,,,,,,,
9535,Journal of Robotic Surgery,1863-2483,1863-2491,2.3,Q2,SURGERY - SCIE (Q2),0.00337,2.1,,,,,,,,,,,,,
9536,Journal of Rock Mechanics and Geotechnical Engineering,1674-7755,2589-0417,7.3,Q1,"ENGINEERING, GEOLOGICAL - SCIE (Q1)",0.00599,3.9,Journal of Rock Mechanics and Geotechnical Engineering,18.31,4.2,32.4,['Geotechnical Engineering and Engineering Geology'],True,29,18,8,82,140,,18%
9537,Journal of Rubber Research,1511-1768,2524-3993,1.3,Q4,POLYMER SCIENCE - SCIE (Q4),0.0002,2.9,,,,,,,,,,,,,
9538,JOURNAL OF RURAL HEALTH,0890-765X,1748-0361,4.9,Q1,"HEALTH CARE SCIENCES & SERVICES - SCIE (Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE (Q1)",0.00536,3.02,,,,,,,,,,,,,
9539,JOURNAL OF RUSSIAN LASER RESEARCH,1071-2836,1573-8760,0.9,Q4,OPTICS - SCIE (Q4),0.00041,2.7,,,,,,,,,,,,,
9540,JOURNAL OF SANDWICH STRUCTURES & MATERIALS,1099-6362,1530-7972,3.9,Q1,"ENGINEERING, MECHANICAL - SCIE (Q2); MATERIALS SCIENCE, CHARACTERIZATION & TESTING - SCIE (Q1); MATERIALS SCIENCE, COMPOSITES - SCIE (Q2)",0.00299,2.6,,,,,,,,,,,,,
9541,Journal of Saudi Chemical Society,1319-6103,2212-4640,5.6,Q2,"CHEMISTRY, MULTIDISCIPLINARY - SCIE (Q2)",0.00289,3.2,Journal of Saudi Chemical Society,25.0,3.5,2.8,['Chemistry all'],,24,25,,,,,
9542,JOURNAL OF SCHEDULING,1094-6136,1099-1425,2.0,Q3,"ENGINEERING, MANUFACTURING - SCIE (Q4); OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE (Q3)",0.00114,3.05,,,,,,,,,,,,,
9543,JOURNAL OF SCHOOL HEALTH,0022-4391,1746-1561,2.2,Q3,"EDUCATION, SCIENTIFIC DISCIPLINES - SCIE (Q3); HEALTH CARE SCIENCES & SERVICES - SCIE (Q3); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE (Q3)",0.00329,2.95,,,,,,,,,,,,,
9544,Journal of School Nursing,1059-8405,1546-8364,1.7,Q3,NURSING - SCIE (Q3),0.00131,2.0,,,,,,,,,,,,,
9545,JOURNAL OF SCIENCE AND MEDICINE IN SPORT,1440-2440,1878-1861,4.0,Q1,SPORT SCIENCES - SCIE (Q1),0.0106,2.5,Journal of Science and Medicine in Sport,12.54,4.5,14.3,"['Orthopedics and Sports Medicine', 'Physical Therapy, Sports Therapy and Rehabilitation']",True,31,12,,136,162,4,13%
9546,Journal of Science Education and Technology,1059-0145,1573-1839,4.4,Q1,"EDUCATION, SCIENTIFIC DISCIPLINES - SCIE (Q1)",0.0023,2.8,,,,,,,,,,,,,
9547,Journal of Science-Advanced Materials and Devices,2468-2284,2468-2179,8.0,Q1,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE (Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE (Q2)",0.00261,4.1,Journal of Science: Advanced Materials and Devices,17.19,5.0,6.7,"['Electronic, Optical and Magnetic Materials', 'Ceramics and Composites', 'Biomaterials', 'Materials Science miscellaneous']",,35,17,,,,,
9548,JOURNAL OF SCIENTIFIC & INDUSTRIAL RESEARCH,0022-4456,0975-1084,0.6,Q4,"ENGINEERING, MULTIDISCIPLINARY - SCIE (Q4)",0.0004,2.4,,,,,,,,,,,,,
9549,JOURNAL OF SCIENTIFIC COMPUTING,0885-7474,1573-7691,2.5,Q1,"MATHEMATICS, APPLIED - SCIE (Q1)",0.01443,1.3,,,,,,,,,,,,,
9550,JOURNAL OF SEA RESEARCH,1385-1101,1873-1414,2.0,Q2,MARINE & FRESHWATER BIOLOGY - SCIE (Q2); OCEANOGRAPHY - SCIE (Q3),0.00166,2.0,Journal of Sea Research,45.03,13.5,1.7,"['Oceanography', 'Ecology, Evolution, Behavior and Systematics', 'Aquatic Science']",,94,45,,,,,
9551,JOURNAL OF SEDIMENTARY RESEARCH,1527-1404,1938-3681,2.0,Q2,GEOLOGY - SCIE (Q2),0.00255,1.5,,,,,,,,,,,,,
9552,Journal of Seed Science,2317-1537,2317-1545,1.0,Q4,AGRONOMY - SCIE (Q4),0.00038,1.9,,,,,,,,,,,,,
9553,JOURNAL OF SEISMIC EXPLORATION,0963-0651,,0.5,Q4,GEOCHEMISTRY & GEOPHYSICS - SCIE (Q4),0.00016,2.3,,,,,,,,,,,,,
9554,JOURNAL OF SEISMOLOGY,1383-4649,1573-157X,1.6,Q3,GEOCHEMISTRY & GEOPHYSICS - SCIE (Q3),0.00179,2.3,,,,,,,,,,,,,
9555,Journal of Semiconductor Technology and Science,1598-1657,2233-4866,0.4,Q4,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE (Q4); PHYSICS, APPLIED - SCIE (Q4)",0.00021,2.75,,,,,,,,,,,,,
9556,Journal of Sensors,1687-725X,1687-7268,1.9,Q3,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE (Q3); INSTRUMENTS & INSTRUMENTATION - SCIE (Q3)",0.00412,2.7,,,,,,,,,,,,,
9557,JOURNAL OF SENSORY STUDIES,0887-8250,1745-459X,2.0,Q3,FOOD SCIENCE & TECHNOLOGY - SCIE (Q3),0.00072,3.1,,,,,,,,,,,,,
9558,JOURNAL OF SEPARATION SCIENCE,1615-9306,1615-9314,3.1,Q2,"CHEMISTRY, ANALYTICAL - SCIE (Q2)",0.00714,2.9,,,,,,,,,,,,,
9559,Journal of Sexual Medicine,1743-6095,1743-6109,3.5,Q2,UROLOGY & NEPHROLOGY - SCIE (Q2),0.00941,2.7,,,,,,,,,,,,,
9560,JOURNAL OF SHELLFISH RESEARCH,0730-8000,1943-6319,1.3,Q3,FISHERIES - SCIE (Q3); MARINE & FRESHWATER BIOLOGY - SCIE (Q3),0.00096,1.8,,,,,,,,,,,,,
9561,Journal of Ship Production and Design,2158-2866,2158-2874,0.4,Q4,"ENGINEERING, MARINE - SCIE (Q4)",0.00011,2.2,,,,,,,,,,,,,
9562,JOURNAL OF SHIP RESEARCH,0022-4502,1542-0604,1.4,Q4,"ENGINEERING, CIVIL - SCIE (Q4); ENGINEERING, MARINE - SCIE (Q4)",0.00032,2.4,,,,,,,,,,,,,
9563,JOURNAL OF SHOULDER AND ELBOW SURGERY,1058-2746,1532-6500,3.0,Q2,ORTHOPEDICS - SCIE (Q2); SPORT SCIENCES - SCIE (Q2); SURGERY - SCIE (Q2),0.01573,2.3,Journal of Shoulder and Elbow Surgery,26.72,8.3,23.2,"['Surgery', 'Orthopedics and Sports Medicine']",True,58,26,,,105,,
9564,Journal of Signal Processing Systems for Signal Image and Video Technology,1939-8018,1939-8115,1.8,Q3,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE (Q4); ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE (Q3)",0.00137,3.25,,,,,,,,,,,,,
9565,INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS,0884-8173,1098-111X,7.0,Q1,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE (Q1)",0.00795,3.6,,,,,,,,,,,,,
9566,JOURNAL OF SLEEP RESEARCH,0962-1105,1365-2869,4.4,Q2,CLINICAL NEUROLOGY - SCIE (Q2); NEUROSCIENCES - SCIE (Q2),0.00915,3.25,,,,,,,,,,,,,
9567,JOURNAL OF SMALL ANIMAL PRACTICE,0022-4510,1748-5827,1.6,Q2,VETERINARY SCIENCES - SCIE (Q2),0.002,1.3,,,,,,,,,,,,,
9568,Journal of Software-Evolution and Process,2047-7473,2047-7481,2.0,Q3,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE (Q3)",0.00123,2.5,,,,,,,,,,,,,
9569,JOURNAL OF SOIL AND WATER CONSERVATION,0022-4561,1941-3300,3.9,Q2,ECOLOGY - SCIE (Q2); SOIL SCIENCE - SCIE (Q2); WATER RESOURCES - SCIE (Q2),0.00229,3.0,,,,,,,,,,,,,
9570,Journal of Soil Science and Plant Nutrition,0718-9508,0718-9516,3.9,Q1,ENVIRONMENTAL SCIENCES - SCIE (Q2); PLANT SCIENCES - SCIE (Q1); SOIL SCIENCE - SCIE (Q2),0.00382,3.07,,,,,,,,,,,,,
9571,JOURNAL OF SOILS AND SEDIMENTS,1439-0108,1614-7480,3.6,Q2,ENVIRONMENTAL SCIENCES - SCIE (Q2); SOIL SCIENCE - SCIE (Q3),0.00813,3.55,,,,,,,,,,,,,
9572,JOURNAL OF SOLAR ENERGY ENGINEERING-TRANSACTIONS OF THE ASME,0199-6231,1528-8986,2.3,Q3,"ENERGY & FUELS - SCIE (Q4); ENGINEERING, MECHANICAL - SCIE (Q3)",0.00128,3.65,,,,,,,,,,,,,
9573,JOURNAL OF SOL-GEL SCIENCE AND TECHNOLOGY,0928-0707,1573-4846,2.5,Q1,"MATERIALS SCIENCE, CERAMICS - SCIE (Q1)",0.00368,1.7,,,,,,,,,,,,,
9574,JOURNAL OF SOLID STATE CHEMISTRY,0022-4596,1095-726X,3.3,Q2,"CHEMISTRY, INORGANIC & NUCLEAR - SCIE (Q2); CHEMISTRY, PHYSICAL - SCIE (Q3)",0.01079,2.9,Journal of Solid State Chemistry,26.82,2.1,2.4,"['Electronic, Optical and Magnetic Materials', 'Ceramics and Composites', 'Condensed Matter Physics', 'Physical and Theoretical Chemistry', 'Inorganic Chemistry', 'Materials Chemistry']",True,14,26,8,52,58,5,27%
9575,JOURNAL OF SOLID STATE ELECTROCHEMISTRY,1432-8488,1433-0768,2.5,Q4,ELECTROCHEMISTRY - SCIE (Q4),0.00536,4.0,,,,,,,,,,,,,
9576,JOURNAL OF SOLUTION CHEMISTRY,0095-9782,1572-8927,1.2,Q4,"CHEMISTRY, PHYSICAL - SCIE (Q4)",0.00123,3.5,,,,,,,,,,,,,
9577,JOURNAL OF SOUND AND VIBRATION,0022-460X,1095-8568,4.7,Q1,"ACOUSTICS - SCIE (Q1); ENGINEERING, MECHANICAL - SCIE (Q1); MECHANICS - SCIE (Q1)",0.02407,2.43,Journal of Sound and Vibration,19.46,6.5,2.8,"['Condensed Matter Physics', 'Acoustics and Ultrasonics', 'Mechanics of Materials', 'Mechanical Engineering']",True,45,19,,162,189,5,
9578,JOURNAL OF SOUTH AMERICAN EARTH SCIENCES,0895-9811,1873-0647,1.8,Q3,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE (Q3)",0.0072,2.7,Journal of South American Earth Sciences,60.73,8.1,2.8,"['Geology', 'Earth-Surface Processes']",True,56,60,,,110,7,
9579,Journal of Southern Hemisphere Earth Systems Science,,2206-5865,3.6,Q1,METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE (Q2); OCEANOGRAPHY - SCIE (Q1),0.00077,2.75,,,,,,,,,,,,,
9580,Journal of Space Weather and Space Climate,2115-7251,2115-7251,3.3,Q2,ASTRONOMY & ASTROPHYSICS - SCIE (Q2); GEOCHEMISTRY & GEOPHYSICS - SCIE (Q2); METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE (Q2),0.00236,2.67,,,,,,,,,,,,,
9581,JOURNAL OF SPACECRAFT AND ROCKETS,0022-4650,1533-6794,1.6,Q3,"ENGINEERING, AEROSPACE - SCIE (Q3)",0.00303,1.8,,,,,,,,,,,,,
9582,Journal of Spatial Science,1449-8596,1836-5655,1.9,Q4,"GEOGRAPHY, PHYSICAL - SCIE (Q4); REMOTE SENSING - SCIE (Q4)",0.00048,3.5,,,,,,,,,,,,,
9583,Journal of Spectral Theory,1664-039X,1664-0403,1.0,Q2,"MATHEMATICS - SCIE (Q2); MATHEMATICS, APPLIED - SCIE (Q3)",0.00195,1.1,,,,,,,,,,,,,
9584,Journal of Spectroscopy,2314-4920,2314-4939,2.0,Q3,BIOCHEMICAL RESEARCH METHODS - SCIE (Q4); SPECTROSCOPY - SCIE (Q3),0.00094,2.6,,,,,,,,,,,,,
9585,JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH,1092-4388,1558-9102,2.6,Q1,AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY - SCIE (Q1); REHABILITATION - SCIE (Q2),0.0093,1.98,,,,,,,,,,,,,
9586,JOURNAL OF SPINAL CORD MEDICINE,1079-0268,2045-7723,1.7,Q4,CLINICAL NEUROLOGY - SCIE (Q4),0.00298,3.1,,,,,,,,,,,,,
9587,JOURNAL OF SPORT & EXERCISE PSYCHOLOGY,0895-2779,1543-2904,2.4,Q3,PSYCHOLOGY - SCIE (Q3); SPORT SCIENCES - SCIE (Q3),0.00112,2.45,,,,,,,,,,,,,
9588,Journal of Sport and Health Science,2095-2546,2213-2961,11.7,Q1,SPORT SCIENCES - SCIE (Q1),0.00537,2.5,Journal of Sport and Health Science,,,68.1,"['Orthopedics and Sports Medicine', 'Physical Therapy, Sports Therapy and Rehabilitation']",True,,,,,84,,
9589,JOURNAL OF SPORT MANAGEMENT,0888-4773,1543-270X,3.6,Q1,SPORT SCIENCES - SCIE (Q1),0.00159,2.5,,,,,,,,,,,,,
9590,Journal of Sport Rehabilitation,1056-6716,1543-3072,1.7,Q3,REHABILITATION - SCIE (Q3); SPORT SCIENCES - SCIE (Q4),0.00267,2.23,,,,,,,,,,,,,
9591,JOURNAL OF SPORTS MEDICINE AND PHYSICAL FITNESS,0022-4707,1827-1928,1.7,Q4,SPORT SCIENCES - SCIE (Q4),0.0038,2.5,,,,,,,,,,,,,
9592,Journal of Sports Science and Medicine,1303-2968,1303-2968,3.2,Q2,SPORT SCIENCES - SCIE (Q2),0.0026,2.5,,,,,,,,,,,,,
9593,JOURNAL OF SPORTS SCIENCES,0264-0414,1466-447X,3.4,Q1,SPORT SCIENCES - SCIE (Q1),0.01204,2.5,,,,,,,,,,,,,
9594,JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,0094-9655,1563-5163,1.2,Q3,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE (Q4); STATISTICS & PROBABILITY - SCIE (Q3)",0.00426,2.6,,,,,,,,,,,,,
9595,JOURNAL OF STATISTICAL MECHANICS-THEORY AND EXPERIMENT,1742-5468,1742-5468,2.4,Q1,"MECHANICS - SCIE (Q3); PHYSICS, MATHEMATICAL - SCIE (Q1)",0.01083,2.0,,,,,,,,,,,,,
9596,JOURNAL OF STATISTICAL PHYSICS,0022-4715,1572-9613,1.6,Q2,"PHYSICS, MATHEMATICAL - SCIE (Q2)",0.00871,1.5,,,,,,,,,,,,,
9597,Journal of Statistical Planning and Inference,0378-3758,1873-1171,0.9,Q4,STATISTICS & PROBABILITY - SCIE (Q4),0.00253,1.5,Journal of Statistical Planning and Inference,13.02,8.5,3.2,"['Statistics and Probability', 'Statistics, Probability and Uncertainty', 'Applied Mathematics']",True,59,13,,,354,9,
9598,JOURNAL OF STRATEGIC INFORMATION SYSTEMS,0963-8687,1873-1198,7.0,Q1,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE (Q1)",0.00304,3.7,Journal of Strategic Information Systems,4.42,4.7,3.5,"['Management Information Systems', 'Information Systems,Physical Science', 'Information Systems and Management']",True,32,4,,,778,,
9599,JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY,0960-0760,1879-1220,4.1,Q2,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE (Q2); ENDOCRINOLOGY & METABOLISM - SCIE (Q2),0.00821,3.75,Journal of Steroid Biochemistry and Molecular Biology,26.04,4.0,2.2,"['Endocrinology, Diabetes and Metabolism', 'Biochemistry', 'Molecular Medicine', 'Molecular Biology', 'Endocrinology', 'Clinical Biochemistry', 'Cell Biology']",True,28,26,,67,111,3,
9600,Journal of Stomatology Oral and Maxillofacial Surgery,2468-8509,2468-7855,2.2,Q3,"DENTISTRY, ORAL SURGERY & MEDICINE - SCIE (Q3)",0.0017,2.6,"Journal of Stomatology, Oral and Maxillofacial Surgery",25.2,2.3,34.5,"['Surgery', 'Oral Surgery', 'Otorhinolaryngology']",True,16,25,7,38,41,4,
9601,JOURNAL OF STORED PRODUCTS RESEARCH,0022-474X,1879-1212,2.7,Q1,ENTOMOLOGY - SCIE (Q1),0.00182,1.4,Journal of Stored Products Research,21.27,4.3,2.1,"['Food Science', 'Agronomy and Crop Science', 'Insect Science', 'Horticulture']",True,30,21,,77,109,12,21%
9602,JOURNAL OF STRAIN ANALYSIS FOR ENGINEERING DESIGN,0309-3247,2041-3130,1.6,Q3,"ENGINEERING, MECHANICAL - SCIE (Q4); MATERIALS SCIENCE, CHARACTERIZATION & TESTING - SCIE (Q3); MECHANICS - SCIE (Q3)",0.00062,2.43,,,,,,,,,,,,,
9603,IEEE Transactions on Big Data,2332-7790,2332-7790,7.2,Q1,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE (Q1); COMPUTER SCIENCE, THEORY & METHODS - SCIE (Q1)",0.00336,2.95,,,,,,,,,,,,,
9604,JOURNAL OF STRENGTH AND CONDITIONING RESEARCH,1064-8011,1533-4287,3.2,Q2,SPORT SCIENCES - SCIE (Q2),0.01366,2.5,,,,,,,,,,,,,
9605,Journal of Stroke,2287-6391,2287-6405,8.2,Q1,CLINICAL NEUROLOGY - SCIE (Q1); PERIPHERAL VASCULAR DISEASE - SCIE (Q1),0.0035,3.1,,,,,,,,,,,,,
9606,Journal of Stroke & Cerebrovascular Diseases,1052-3057,1532-8511,2.5,Q3,NEUROSCIENCES - SCIE (Q3); PERIPHERAL VASCULAR DISEASE - SCIE (Q3),0.01655,3.25,Journal of Stroke and Cerebrovascular Diseases,20.23,4.2,3.2,"['Surgery', 'Rehabilitation', 'Neurology clinical', 'Cardiology and Cardiovascular Medicine']",True,29,20,,63,86,,
