Journal Name,ISSN,EISSN,IF,Best Quartile,Quartiles,Eigen Factor,MIF,Column1
PLANT GROWTH REGULATION,0167-6903,1573-5087,4.2,Q1,PLANT SCIENCES - SCIE (Q1),0.00267,2.1,
PLANT JOURNAL,0960-7412,1365-313X,7.2,Q1,PLANT SCIENCES - SCIE (Q1),0.03124,2.1,
Plant Methods,N/A,1746-4811,5.1,Q1,BIOCHEMICAL RESEARCH METHODS - SCIE (Q1); PLANT SCIENCES - SCIE (Q1),0.00662,2.55,
PLANT MOLECULAR BIOLOGY,0167-4412,1573-5028,5.1,Q1,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE (Q2); PLANT SCIENCES - SCIE (Q1),0.00532,2.9,
PLANT MOLECULAR BIOLOGY REPORTER,0735-9640,1572-9818,2.1,Q2,BIOCHEMICAL RESEARCH METHODS - SCIE (Q4); PLANT SCIENCES - SCIE (Q2),0.0008,2.55,
PLANT PATHOLOGY,0032-0862,1365-3059,2.7,Q2,AGRONOMY - SCIE (Q2); PLANT SCIENCES - SCIE (Q2),0.00402,2,
Plant Pathology Journal,1598-2254,2093-9280,2.3,Q2,PLANT SCIENCES - SCIE (Q2),0.00114,2.1,
Plant Phenomics,2643-6515,2643-6515,6.5,Q1,AGRONOMY - SCIE (Q1); PLANT SCIENCES - SCIE (Q1); REMOTE SENSING - SCIE (Q1),0.00093,2.7,
PLANT PHYSIOLOGY,0032-0889,1532-2548,7.4,Q1,PLANT SCIENCES - SCIE (Q1),0.03948,2.1,
PLANT PHYSIOLOGY AND BIOCHEMISTRY,0981-9428,1873-2690,6.5,Q1,PLANT SCIENCES - SCIE (Q1),0.01765,2.1,
PLANT PRODUCTION SCIENCE,1343-943X,1349-1008,2.5,Q2,AGRONOMY - SCIE (Q2),0.00106,1.9,
PLANT PROTECTION SCIENCE,1212-2580,1805-9341,1.3,Q3,AGRONOMY - SCIE (Q3); PLANT SCIENCES - SCIE (Q3),0.00035,2,
Plant Reproduction,2194-7953,2194-7961,3.4,Q2,PLANT SCIENCES - SCIE (Q2); REPRODUCTIVE BIOLOGY - SCIE (Q2),0.00105,2.7,
PLANT SCIENCE,0168-9452,1873-2259,5.2,Q1,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE (Q2); PLANT SCIENCES - SCIE (Q1),0.01144,2.9,
Plant Signaling & Behavior,1559-2316,1559-2324,2.9,Q2,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE (Q3); PLANT SCIENCES - SCIE (Q2),0.0038,2.9,
PLANT SOIL AND ENVIRONMENT,1214-1178,1805-9368,2.4,Q2,AGRONOMY - SCIE (Q2),0.00115,1.9,
PLANT SPECIES BIOLOGY,0913-557X,1442-1984,1.4,Q3,ECOLOGY - SCIE (Q4); PLANT SCIENCES - SCIE (Q3),0.00041,2.35,
PLANT SYSTEMATICS AND EVOLUTION,0378-2697,1615-6110,1.9,Q3,EVOLUTIONARY BIOLOGY - SCIE (Q3); PLANT SCIENCES - SCIE (Q3),0.00151,2.45,
PLANTA,0032-0935,1432-2048,4.3,Q1,PLANT SCIENCES - SCIE (Q1),0.00782,2.1,
Planta Daninha,0100-8358,1806-9681,0.8,Q4,PLANT SCIENCES - SCIE (Q4),0.00072,2.1,
PLANTA MEDICA,0032-0943,1439-0221,2.7,Q2,"CHEMISTRY, MEDICINAL - SCIE (Q3); INTEGRATIVE & COMPLEMENTARY MEDICINE - SCIE (Q3); PHARMACOLOGY & PHARMACY - SCIE (Q3); PLANT SCIENCES - SCIE (Q2)",0.00283,2.95,
Plants People Planet,N/A,2572-2611,5.1,Q1,BIODIVERSITY CONSERVATION - SCIE (Q1); ECOLOGY - SCIE (Q1); PLANT SCIENCES - SCIE (Q1),0.00216,2.13,
Plants-Basel,N/A,2223-7747,4.5,Q1,PLANT SCIENCES - SCIE (Q1),0.02941,2.1,
PLASMA CHEMISTRY AND PLASMA PROCESSING,0272-4324,1572-8986,3.6,Q1,"ENGINEERING, CHEMICAL - SCIE (Q2); PHYSICS, APPLIED - SCIE (Q2); PHYSICS, FLUIDS & PLASMAS - SCIE (Q1)",0.0019,2.73,
PLASMA PHYSICS AND CONTROLLED FUSION,0741-3335,1361-6587,2.2,Q3,"PHYSICS, FLUIDS & PLASMAS - SCIE (Q3)",0.01161,2.3,
PLASMA PHYSICS REPORTS,1063-780X,1562-6938,1.1,Q4,"PHYSICS, FLUIDS & PLASMAS - SCIE (Q4)",0.0011,2.3,
Plasma Processes and Polymers,1612-8850,1612-8869,3.5,Q1,"PHYSICS, APPLIED - SCIE (Q2); PHYSICS, CONDENSED MATTER - SCIE (Q2); PHYSICS, FLUIDS & PLASMAS - SCIE (Q1); POLYMER SCIENCE - SCIE (Q2)",0.00312,2.67,
PLASMA SCIENCE & TECHNOLOGY,1009-0630,2058-6272,1.7,Q3,"PHYSICS, FLUIDS & PLASMAS - SCIE (Q3)",0.00304,2.3,
PLASMA SOURCES SCIENCE & TECHNOLOGY,0963-0252,1361-6595,3.8,Q1,"PHYSICS, FLUIDS & PLASMAS - SCIE (Q1)",0.00751,2.3,
PLASMID,0147-619X,1095-9890,2.6,Q3,GENETICS & HEREDITY - SCIE (Q3); MICROBIOLOGY - SCIE (Q3),0.00121,3.25,
Plasmonics,1557-1955,1557-1963,3,Q3,"CHEMISTRY, PHYSICAL - SCIE (Q3); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE (Q3); NANOSCIENCE & NANOTECHNOLOGY - SCIE (Q3)",0.0044,3.9,
PLASTIC AND RECONSTRUCTIVE SURGERY,0032-1052,1529-4242,3.6,Q1,SURGERY - SCIE (Q1),0.02254,2.1,
Plastic Surgery,2292-5503,2292-5511,0.7,Q4,SURGERY - SCIE (Q4),0.0008,2.1,
PLASTICS RUBBER AND COMPOSITES,1465-8011,1743-2898,2,Q3,"MATERIALS SCIENCE, COMPOSITES - SCIE (Q4); POLYMER SCIENCE - SCIE (Q3)",0.0007,2.95,
PLATELETS,0953-7104,1369-1635,3.3,Q2,CELL BIOLOGY - SCIE (Q3); HEMATOLOGY - SCIE (Q2),0.00597,3.75,
PLOS BIOLOGY,1544-9173,1545-7885,9.8,Q1,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE (Q1); BIOLOGY - SCIE (Q1),0.05554,3.15,
PLoS Computational Biology,1553-734X,1553-7358,4.3,Q1,BIOCHEMICAL RESEARCH METHODS - SCIE (Q1); MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE (Q1),0.06323,2.65,
PLoS Genetics,1553-7404,1553-7404,4.5,Q1,GENETICS & HEREDITY - SCIE (Q1),0.05508,3.1,
PLOS MEDICINE,1549-1277,1549-1676,15.8,Q1,"MEDICINE, GENERAL & INTERNAL - SCIE (Q1)",0.06209,2.7,
PLoS Neglected Tropical Diseases,1935-2735,1935-2735,3.8,Q1,PARASITOLOGY - SCIE (Q1); TROPICAL MEDICINE - SCIE (Q1),0.04221,2.2,
PLoS One,1932-6203,1932-6203,3.7,Q2,MULTIDISCIPLINARY SCIENCES - SCIE (Q2),0.71353,2.7,
PLoS Pathogens,1553-7366,1553-7374,6.7,Q1,MICROBIOLOGY - SCIE (Q1); PARASITOLOGY - SCIE (Q1); VIROLOGY - SCIE (Q1),0.05959,3.13,
PM&R,1934-1482,1934-1563,2.1,Q2,REHABILITATION - SCIE (Q2); SPORT SCIENCES - SCIE (Q3),0.00533,2.23,
POLAR BIOLOGY,0722-4060,1432-2056,1.7,Q2,BIODIVERSITY CONSERVATION - SCIE (Q2); ECOLOGY - SCIE (Q3),0.00409,2.15,
POLAR RECORD,0032-2474,1475-3057,0.8,Q4,ECOLOGY - SCIE (Q4); ENVIRONMENTAL SCIENCES - SCIE (Q4),0.00042,3,
POLAR RESEARCH,0800-0395,1751-8369,1.9,Q3,"ECOLOGY - SCIE (Q3); GEOSCIENCES, MULTIDISCIPLINARY - SCIE (Q3); OCEANOGRAPHY - SCIE (Q3)",0.00087,2.53,
Polar Science,1873-9652,1876-4428,1.8,Q3,"ECOLOGY - SCIE (Q3); GEOSCIENCES, MULTIDISCIPLINARY - SCIE (Q3)",0.0015,2.65,
Polimeros-Ciencia e Tecnologia,0104-1428,1678-5169,1.3,Q4,POLYMER SCIENCE - SCIE (Q4),0.00058,2.9,
POLIMERY,0032-2725,0032-2725,1.6,Q4,POLYMER SCIENCE - SCIE (Q4),0.00043,2.9,
Polish Archives of Internal Medicine-Polskie Archiwum Medycyny Wewnetrznej,0032-3772,1897-9483,4.8,Q2,"MEDICINE, GENERAL & INTERNAL - SCIE (Q2)",0.00224,2.7,
Polish Journal of Chemical Technology,1509-8117,1899-4741,1,Q4,"CHEMISTRY, APPLIED - SCIE (Q4); ENGINEERING, CHEMICAL - SCIE (Q4)",0.00038,2.85,
POLISH JOURNAL OF ECOLOGY,1505-2249,N/A,0.5,Q4,ECOLOGY - SCIE (Q4),0.00022,2.6,
POLISH JOURNAL OF ENVIRONMENTAL STUDIES,1230-1485,2083-5906,1.8,Q4,ENVIRONMENTAL SCIENCES - SCIE (Q4),0.00352,3.4,
POLISH JOURNAL OF FOOD AND NUTRITION SCIENCES,1230-0322,2083-6007,2.4,Q3,FOOD SCIENCE & TECHNOLOGY - SCIE (Q3),0.00047,3.1,
Polish Journal of Microbiology,1733-1331,2544-4646,2.1,Q4,MICROBIOLOGY - SCIE (Q4),0.00083,3.4,
POLISH JOURNAL OF PATHOLOGY,1233-9687,1233-9687,0.8,Q4,PATHOLOGY - SCIE (Q4),0.00033,2.8,
POLISH JOURNAL OF VETERINARY SCIENCES,1505-1773,2300-2557,0.8,Q3,VETERINARY SCIENCES - SCIE (Q3),0.00062,1.3,
Polish Maritime Research,1233-2585,2083-7429,2,Q3,"ENGINEERING, MARINE - SCIE (Q3)",0.00062,2.2,
POLISH POLAR RESEARCH,0138-0338,2081-8262,1.3,Q4,"ECOLOGY - SCIE (Q4); GEOSCIENCES, MULTIDISCIPLINARY - SCIE (Q4)",0.0002,2.65,
POLYCYCLIC AROMATIC COMPOUNDS,1040-6638,1563-5333,2.4,Q2,"CHEMISTRY, ORGANIC - SCIE (Q2)",0.00228,2.3,
POLYHEDRON,0277-5387,1873-3719,2.6,Q2,"CHEMISTRY, INORGANIC & NUCLEAR - SCIE (Q2); CRYSTALLOGRAPHY - SCIE (Q2)",0.00723,2.2,
POLYMER,0032-3861,1873-2291,4.6,Q1,POLYMER SCIENCE - SCIE (Q1),0.02374,2.9,
POLYMER BULLETIN,0170-0839,1436-2449,3.2,Q2,POLYMER SCIENCE - SCIE (Q2),0.00676,2.9,
Polymer Chemistry,1759-9954,1759-9962,4.6,Q1,POLYMER SCIENCE - SCIE (Q1),0.02404,2.9,
POLYMER COMPOSITES,0272-8397,1548-0569,5.2,Q1,"MATERIALS SCIENCE, COMPOSITES - SCIE (Q2); POLYMER SCIENCE - SCIE (Q1)",0.00952,2.95,
POLYMER DEGRADATION AND STABILITY,0141-3910,1873-2321,5.9,Q1,POLYMER SCIENCE - SCIE (Q1),0.0096,2.9,
POLYMER ENGINEERING AND SCIENCE,0032-3888,1548-2634,3.2,Q2,"ENGINEERING, CHEMICAL - SCIE (Q3); POLYMER SCIENCE - SCIE (Q2)",0.00379,3.05,
POLYMER INTERNATIONAL,0959-8103,1097-0126,3.2,Q2,POLYMER SCIENCE - SCIE (Q2),0.00361,2.9,
POLYMER JOURNAL,0032-3896,1349-0540,2.8,Q3,POLYMER SCIENCE - SCIE (Q3),0.00281,2.9,
Polymer Reviews,1558-3724,1558-3716,13.1,Q1,POLYMER SCIENCE - SCIE (Q1),0.00226,2.9,
POLYMER SCIENCE SERIES A,0965-545X,1555-6107,1,Q4,POLYMER SCIENCE - SCIE (Q4),0.00049,2.9,
POLYMER SCIENCE SERIES B,1560-0904,1555-6123,1.2,Q4,POLYMER SCIENCE - SCIE (Q4),0.00042,2.9,
POLYMER SCIENCE SERIES C,1811-2382,1555-614X,2.2,Q3,POLYMER SCIENCE - SCIE (Q3),0.00018,2.9,
POLYMER TESTING,0142-9418,1873-2348,5.1,Q1,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING - SCIE (Q1); POLYMER SCIENCE - SCIE (Q1)",0.01272,2.6,
POLYMER-KOREA,0379-153X,2234-8077,0.4,Q4,POLYMER SCIENCE - SCIE (Q4),0.00016,2.9,
Polymer-Plastics Technology and Materials,2574-0881,2574-089X,2.7,Q3,POLYMER SCIENCE - SCIE (Q3),0.00142,2.9,
Polymers,N/A,2073-4360,5,Q1,POLYMER SCIENCE - SCIE (Q1),0.06233,2.9,
POLYMERS & POLYMER COMPOSITES,0967-3911,1478-2391,2.1,Q3,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING - SCIE (Q3); MATERIALS SCIENCE, COMPOSITES - SCIE (Q4); POLYMER SCIENCE - SCIE (Q3)",0.00119,2.73,
POLYMERS FOR ADVANCED TECHNOLOGIES,1042-7147,1099-1581,3.4,Q2,POLYMER SCIENCE - SCIE (Q2),0.00608,2.9,
POPULATION ECOLOGY,1438-3896,1438-390X,1.7,Q3,ECOLOGY - SCIE (Q3),0.00094,2.6,
Population Health Management,1942-7891,1942-7905,2.5,Q3,HEALTH CARE SCIENCES & SERVICES - SCIE (Q3),0.00317,3,
Porcine Health Management,N/A,2055-5660,3.4,Q1,VETERINARY SCIENCES - SCIE (Q1),0.00102,1.3,
Portugaliae Mathematica,0032-5155,1662-2758,0.8,Q3,"MATHEMATICS - SCIE (Q3); MATHEMATICS, APPLIED - SCIE (Q4)",0.00048,1.1,
POSITIVITY,1385-1292,1572-9281,1,Q2,MATHEMATICS - SCIE (Q2),0.00173,0.9,
POSTEPY BIOLOGII KOMORKI,0324-833X,2080-2218,0.1,Q4,CELL BIOLOGY - SCIE (Q4),1.00E-05,4.3,
Postepy Dermatologii i Alergologii,1642-395X,2299-0046,1.4,Q4,ALLERGY - SCIE (Q4); DERMATOLOGY - SCIE (Q4),0.00152,3.45,
Postepy Higieny I Medycyny Doswiadczalnej,0032-5449,1732-2693,0.3,Q4,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE (Q4)",0.0005,4,
Postepy w Kardiologii Interwencyjnej,1734-9338,1897-4295,1.3,Q4,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE (Q4),0.00062,3.1,
POSTGRADUATE MEDICAL JOURNAL,0032-5473,1469-0756,5.1,Q1,"MEDICINE, GENERAL & INTERNAL - SCIE (Q1)",0.00598,2.7,
POSTGRADUATE MEDICINE,0032-5481,1941-9260,4.2,Q2,"MEDICINE, GENERAL & INTERNAL - SCIE (Q2)",0.00411,2.7,
POSTHARVEST BIOLOGY AND TECHNOLOGY,0925-5214,1873-2356,7,Q1,AGRONOMY - SCIE (Q1); FOOD SCIENCE & TECHNOLOGY - SCIE (Q1); HORTICULTURE - SCIE (Q1),0.00928,2.23,
POTATO RESEARCH,0014-3065,1871-4528,2.9,Q1,AGRONOMY - SCIE (Q1),0.00056,1.9,
POTENTIAL ANALYSIS,0926-2601,1572-929X,1.1,Q2,MATHEMATICS - SCIE (Q2),0.00287,0.9,
POULTRY SCIENCE,0032-5791,1525-3171,4.4,Q1,"AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE (Q1)",0.0177,1.8,
POWDER DIFFRACTION,0885-7156,1945-7413,0.5,Q4,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING - SCIE (Q4)",0.00075,2.3,
POWDER METALLURGY,0032-5899,1743-2901,1.4,Q3,METALLURGY & METALLURGICAL ENGINEERING - SCIE (Q3),0.00065,1.9,
POWDER METALLURGY AND METAL CERAMICS,1068-1302,1573-9066,1,Q3,"MATERIALS SCIENCE, CERAMICS - SCIE (Q3); METALLURGY & METALLURGICAL ENGINEERING - SCIE (Q4)",0.0004,1.8,
POWDER TECHNOLOGY,0032-5910,1873-328X,5.2,Q1,"ENGINEERING, CHEMICAL - SCIE (Q1)",0.03061,3.2,
PPAR Research,1687-4757,1687-4765,2.9,Q3,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE (Q3)",0.00052,4,
Practical Radiation Oncology,1879-8500,1879-8500,3.3,Q2,"ONCOLOGY - SCIE (Q3); RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE (Q2)",0.00482,3.2,
Praktische Metallographie-Practical Metallography,0032-678X,2195-8599,0.6,Q4,METALLURGY & METALLURGICAL ENGINEERING - SCIE (Q4),0.00014,1.9,
PRAMANA-JOURNAL OF PHYSICS,0304-4289,0973-7111,2.8,Q2,"PHYSICS, MULTIDISCIPLINARY - SCIE (Q2)",0.00226,2.6,
Pratiques Psychologiques,1269-1763,N/A,0.8,Q4,PSYCHOLOGY - SCIE (Q4),0.00014,2.4,
PRECAMBRIAN RESEARCH,0301-9268,1872-7433,3.8,Q2,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE (Q2)",0.01411,2.7,
PRECISION AGRICULTURE,1385-2256,1573-1618,6.2,Q1,"AGRICULTURE, MULTIDISCIPLINARY - SCIE (Q1)",0.00307,1.4,
PRECISION ENGINEERING-JOURNAL OF THE INTERNATIONAL SOCIETIES FOR PRECISION ENGINEERING AND NANOTECHNOLOGY,0141-6359,1873-2372,3.6,Q2,"ENGINEERING, MANUFACTURING - SCIE (Q2); ENGINEERING, MULTIDISCIPLINARY - SCIE (Q2); INSTRUMENTS & INSTRUMENTATION - SCIE (Q2); NANOSCIENCE & NANOTECHNOLOGY - SCIE (Q3)",0.00613,3.33,
Pregnancy Hypertension-An International Journal of Womens Cardiovascular Health,2210-7789,2210-7789,2.2,Q3,OBSTETRICS & GYNECOLOGY - SCIE (Q3); PERIPHERAL VASCULAR DISEASE - SCIE (Q3),0.00456,2.9,
Prehospital and Disaster Medicine,1049-023X,1945-1938,2.2,Q3,EMERGENCY MEDICINE - SCIE (Q3),0.00272,2.3,
Prehospital Emergency Care,1090-3127,1545-0066,2.4,Q2,"EMERGENCY MEDICINE - SCIE (Q2); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE (Q3)",0.00427,2.67,
PRENATAL DIAGNOSIS,0197-3851,1097-0223,3,Q2,GENETICS & HEREDITY - SCIE (Q3); OBSTETRICS & GYNECOLOGY - SCIE (Q2),0.00619,2.9,
PREPARATIVE BIOCHEMISTRY & BIOTECHNOLOGY,1082-6068,1532-2297,2.9,Q3,BIOCHEMICAL RESEARCH METHODS - SCIE (Q3); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE (Q3); BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE (Q3),0.00224,3.33,
PRESENCE-Virtual and Augmented Reality,1054-7460,1531-3263,1.1,Q4,"COMPUTER SCIENCE, CYBERNETICS - SCIE (Q4); COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE (Q4)",0.00012,2.8,
PRESLIA,0032-7786,2570-950X,3.4,Q2,PLANT SCIENCES - SCIE (Q2),0.00059,2.1,
Presse Medicale,0755-4982,2213-0276,2.7,Q2,"MEDICINE, GENERAL & INTERNAL - SCIE (Q2)",0.00187,2.7,
Preventing Chronic Disease,1545-1151,1545-1151,5.5,Q1,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE (Q1)",0.00878,3.05,
Preventive Medicine,0091-7435,1096-0260,5.1,Q1,"MEDICINE, GENERAL & INTERNAL - SCIE (Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE (Q1)",0.02543,2.88,
Preventive Medicine Reports,N/A,2211-3355,2.8,Q3,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE (Q3)",0.0102,3.05,
PREVENTIVE VETERINARY MEDICINE,0167-5877,1873-1716,2.6,Q1,VETERINARY SCIENCES - SCIE (Q1),0.00553,1.3,
PRIMARY CARE,0095-4543,1558-299X,1.9,Q3,"MEDICINE, GENERAL & INTERNAL - SCIE (Q3); PRIMARY HEALTH CARE - SCIE (Q4)",0.00165,2.7,
Primary Care Diabetes,1751-9918,1878-0210,2.9,Q2,ENDOCRINOLOGY & METABOLISM - SCIE (Q3); PRIMARY HEALTH CARE - SCIE (Q2),0.00272,3.25,
Primary Health Care Research and Development,1463-4236,1477-1128,1.6,Q4,PRIMARY HEALTH CARE - SCIE (Q4),0.00185,2.7,
PRIMATES,0032-8332,1610-7365,1.7,Q2,ZOOLOGY - SCIE (Q2),0.00133,1.3,
Prion,1933-6896,1933-690X,2.3,Q4,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE (Q4),0.00077,3.7,
PROBABILISTIC ENGINEERING MECHANICS,0266-8920,1878-4275,2.6,Q1,"ENGINEERING, MECHANICAL - SCIE (Q2); MECHANICS - SCIE (Q2); STATISTICS & PROBABILITY - SCIE (Q1)",0.00122,2.17,
Probability and Mathematical Statistics-Poland,0208-4147,N/A,0.3,Q4,STATISTICS & PROBABILITY - SCIE (Q4),0.00032,1.5,
PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,0269-9648,1469-8951,1.1,Q3,"ENGINEERING, INDUSTRIAL - SCIE (Q4); OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE (Q4); STATISTICS & PROBABILITY - SCIE (Q3)",0.00079,2.43,
PROBABILITY THEORY AND RELATED FIELDS,0178-8051,1432-2064,2,Q2,STATISTICS & PROBABILITY - SCIE (Q2),0.00878,1.5,
Probiotics and Antimicrobial Proteins,1867-1306,1867-1314,4.9,Q1,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE (Q1); MICROBIOLOGY - SCIE (Q2),0.00402,3.35,
Problems of Information Transmission,0032-9460,1608-3253,1.2,Q3,"COMPUTER SCIENCE, THEORY & METHODS - SCIE (Q3); MATHEMATICS, APPLIED - SCIE (Q3)",0.00047,1.75,
PROCEEDINGS OF THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA,0097-3157,N/A,0.7,Q4,BIODIVERSITY CONSERVATION - SCIE (Q4); ECOLOGY - SCIE (Q4),4.00E-05,2.15,
PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY,0002-9939,1088-6826,1,Q2,"MATHEMATICS - SCIE (Q2); MATHEMATICS, APPLIED - SCIE (Q3)",0.01733,1.1,
PROCEEDINGS OF THE BIOLOGICAL SOCIETY OF WASHINGTON,0006-324X,1943-6327,0.5,Q4,BIOLOGY - SCIE (Q4),9.00E-05,2.6,
PROCEEDINGS OF THE COMBUSTION INSTITUTE,1540-7489,1873-2704,3.4,Q2,"ENERGY & FUELS - SCIE (Q3); ENGINEERING, CHEMICAL - SCIE (Q2); ENGINEERING, MECHANICAL - SCIE (Q2); THERMODYNAMICS - SCIE (Q2)",0.01452,3.23,
PROCEEDINGS OF THE EDINBURGH MATHEMATICAL SOCIETY,0013-0915,1464-3839,0.7,Q3,MATHEMATICS - SCIE (Q3),0.0017,0.9,
PROCEEDINGS OF THE ENTOMOLOGICAL SOCIETY OF WASHINGTON,0013-8797,0013-8797,0.6,Q4,ENTOMOLOGY - SCIE (Q4),0.00042,1.4,
Proceedings of the Estonian Academy of Sciences,1736-6046,1736-7530,0.9,Q4,MULTIDISCIPLINARY SCIENCES - SCIE (Q4),0.00024,2.7,
PROCEEDINGS OF THE GEOLOGISTS ASSOCIATION,0016-7878,N/A,1.2,Q3,GEOLOGY - SCIE (Q3); PALEONTOLOGY - SCIE (Q3),0.00107,1.5,
PROCEEDINGS OF THE IEEE,0018-9219,1558-2256,20.6,Q1,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE (Q1)",0.02593,2.8,
PROCEEDINGS OF THE INDIAN ACADEMY OF SCIENCES-MATHEMATICAL SCIENCES,0253-4142,0973-7685,0.3,Q4,MATHEMATICS - SCIE (Q4),0.00057,0.9,
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-CIVIL ENGINEERING,0965-089X,1751-7672,0.8,Q4,"ENGINEERING, CIVIL - SCIE (Q4)",0.00032,2.6,
Proceedings of the Institution of Civil Engineers-Energy,1751-4223,1751-4231,1.1,Q4,ENERGY & FUELS - SCIE (Q4),9.00E-05,4.8,
Proceedings of the Institution of Civil Engineers-Engineering Sustainability,1478-4629,1751-7680,1.2,Q4,"ENGINEERING, CIVIL - SCIE (Q4); GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE (Q4)",0.00032,3.78,
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-GEOTECHNICAL ENGINEERING,1353-2618,1751-8563,2.2,Q3,"ENGINEERING, GEOLOGICAL - SCIE (Q3); GEOSCIENCES, MULTIDISCIPLINARY - SCIE (Q3)",0.00096,3.3,
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-MARITIME ENGINEERING,1741-7597,1751-7737,2.7,Q2,"ENGINEERING, CIVIL - SCIE (Q2); ENGINEERING, OCEAN - SCIE (Q2); WATER RESOURCES - SCIE (Q2)",0.00016,2.53,
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-MUNICIPAL ENGINEER,0965-0903,1751-7699,1.3,Q4,"ENGINEERING, CIVIL - SCIE (Q4)",0.00016,2.6,
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-STRUCTURES AND BUILDINGS,0965-0911,1751-7702,1.6,Q3,"CONSTRUCTION & BUILDING TECHNOLOGY - SCIE (Q3); ENGINEERING, CIVIL - SCIE (Q4)",0.0008,2.6,
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-TRANSPORT,0965-092X,1751-7710,0.8,Q4,"ENGINEERING, CIVIL - SCIE (Q4); TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE (Q4)",0.00027,2.85,
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-WATER MANAGEMENT,1741-7589,1751-7729,1.1,Q4,"ENGINEERING, CIVIL - SCIE (Q4); WATER RESOURCES - SCIE (Q4)",0.00017,2.65,
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART A-JOURNAL OF POWER AND ENERGY,0957-6509,2041-2967,1.7,Q3,"ENGINEERING, MECHANICAL - SCIE (Q3); THERMODYNAMICS - SCIE (Q4)",0.00121,2.45,
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART B-JOURNAL OF ENGINEERING MANUFACTURE,0954-4054,2041-1975,2.6,Q2,"ENGINEERING, MANUFACTURING - SCIE (Q3); ENGINEERING, MECHANICAL - SCIE (Q2)",0.00304,3.05,
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART C-JOURNAL OF MECHANICAL ENGINEERING SCIENCE,0954-4062,2041-2983,2,Q3,"ENGINEERING, MECHANICAL - SCIE (Q3)",0.00663,2.5,
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART D-JOURNAL OF AUTOMOBILE ENGINEERING,0954-4070,2041-2991,1.7,Q3,"ENGINEERING, MECHANICAL - SCIE (Q3); TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE (Q4)",0.00303,2.8,
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART E-JOURNAL OF PROCESS MECHANICAL ENGINEERING,0954-4089,2041-3009,2.4,Q3,"ENGINEERING, MECHANICAL - SCIE (Q3)",0.00149,2.5,
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART F-JOURNAL OF RAIL AND RAPID TRANSIT,0954-4097,2041-3017,2,Q3,"ENGINEERING, CIVIL - SCIE (Q3); ENGINEERING, MECHANICAL - SCIE (Q3); TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE (Q3)",0.0024,2.73,
