Q,Rank,CS,Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,Column1,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Column2,Normalized Eigenfactor,Column3
Q4,1765,,AORN JOURNAL,AORN J,0001-2092,"1,532",0.850,0.737,,1.193,0.228,101,8.7,5.8,0.001370,0.249,95.05,18.444,,0.16716,
Q4,1765,,AORN JOURNAL,AORN J,0001-2092,"1,532",0.850,0.737,,1.193,0.228,101,8.7,5.8,0.001370,0.249,95.05,18.444,,0.16716,
Q4,1765,,CANADIAN JOURNAL OF PLANT SCIENCE,CAN J PLANT SCI,0008-4220,"4,249",0.850,0.768,,1.065,0.237,93,16.3,11.0,0.001940,0.251,98.92,25.656,,0.23775,
Q4,1765,,Journal of Theoretical and Computational Acoustics,J THEOR COMPUT ACOUS,2591-7285,44,0.850,0.700,,0.850,0.346,26,Not Available,14.2,0.000110,0.221,100.00,19.354,,0.01364,
Q4,1765,,ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE,Z PSYCHOSOM MED PSYC,1438-3608,303,0.850,0.775,,0.918,1.000,22,8.0,9.0,0.000260,0.214,81.82,29.209,,0.03227,
Q4,1765,,ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE,Z PSYCHOSOM MED PSYC,1438-3608,303,0.850,0.775,,0.918,1.000,22,8.0,9.0,0.000260,0.214,81.82,29.209,,0.03227,
Q4,1771,,CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,CONCURRENT ENG-RES A,1063-293X,469,0.849,0.623,,1.190,0.160,25,8.9,7.1,0.000330,0.196,92.00,8.442,,0.04133,
Q4,1771,,Critical Care Nursing Clinics of North America,CRIT CARE NURS CLIN,0899-5885,412,0.849,0.839,,0.791,0.182,44,7.1,5.1,0.000480,0.172,22.73,17.624,,0.05976,
Q4,1771,,Critical Care Nursing Clinics of North America,CRIT CARE NURS CLIN,0899-5885,412,0.849,0.839,,0.791,0.182,44,7.1,5.1,0.000480,0.172,22.73,17.624,,0.05976,
Q4,1771,,SADHANA-ACADEMY PROCEEDINGS IN ENGINEERING SCIENCES,SADHANA-ACAD P ENG S,0256-2499,"1,720",0.849,0.764,,0.940,0.121,256,8.0,9.3,0.001450,0.157,97.27,21.429,,0.17794,
Q4,1775,,International Finance,INT FINANC,1367-0271,351,0.848,0.848,,1.074,0.125,16,11.1,10.3,0.000380,0.372,93.75,20.703,,0.04647,
Q4,1775,,JOURNAL OF THEORETICAL & COMPUTATIONAL CHEMISTRY,J THEOR COMPUT CHEM,0219-6336,545,0.848,0.819,,0.754,0.050,40,6.0,10.8,0.000550,0.124,100.00,17.232,,0.06818,
Q4,1775,,Journal of International Advanced Otology,J INT ADV OTOL,1308-7649,422,0.848,0.781,,0.899,0.080,87,3.7,10.9,0.001070,0.232,94.25,8.333,,0.13131,
Q4,1778,,ORGANIC PREPARATIONS AND PROCEDURES INTERNATIONAL,ORG PREP PROCED INT,0030-4948,"1,037",0.847,0.706,,1.282,0.111,45,13.0,9.8,0.000390,0.168,88.89,18.421,,0.04876,
Q4,1779,,BRITISH JOURNAL OF GUIDANCE & COUNSELLING,BRIT J GUID COUNS,0306-9885,783,0.845,0.727,,0.856,0.224,49,10.5,10.3,0.000440,0.149,93.88,12.500,,0.05426,
Q4,1779,,JOURNAL OF SOCIAL WORK EDUCATION,J SOC WORK EDUC,1043-7797,"1,307",0.845,0.739,,1.332,0.121,66,8.7,9.2,0.000790,0.194,98.48,22.289,,0.09640,
Q4,1779,,MAIN GROUP CHEMISTRY,MAIN GROUP CHEM,1024-1221,242,0.845,0.466,,0.558,0.021,47,8.4,9.7,0.000110,0.061,100.00,16.667,,0.01463,
Q4,1782,,INORGANIC MATERIALS,INORG MATER+,0020-1685,"3,329",0.844,0.654,,0.749,0.083,218,11.5,11.0,0.001840,0.120,99.54,13.217,,0.22484,
Q4,1782,,Progress in Community Health Partnerships-Research Education and Action,PROG COMM HLTH PARTN,1557-0541,612,0.844,0.813,,1.000,0.196,46,6.3,7.9,0.001040,0.307,100.00,9.118,,0.12711,
Q4,1782,,Zeitschrift fur Erziehungswissenschaft,Z ERZIEHWISS,1434-663X,725,0.844,0.706,,0.993,0.119,67,7.4,9.5,0.001030,0.275,100.00,18.061,,0.12645,
Q4,1785,,JOURNAL OF COMBINATORIAL OPTIMIZATION,J COMB OPTIM,1382-6905,"1,406",0.843,0.685,,1.003,0.255,145,5.4,10.3,0.004090,0.433,99.31,17.501,,0.50001,
Q4,1785,,KEW BULLETIN,KEW BULL,0075-5974,"1,428",0.843,0.686,,0.714,0.188,69,20.2,18.2,0.000800,0.236,100.00,22.863,,0.09761,
Q4,1785,,SOCIAL CHOICE AND WELFARE,SOC CHOICE WELFARE,0176-1714,"1,339",0.843,0.791,,0.758,0.300,60,11.5,14.5,0.002600,0.526,100.00,26.682,,0.31832,
Q4,1788,,Emergency Medicine International,EMERG MED INT,2090-2840,329,0.841,0.841,,Not Available,0.130,69,6.3,7.7,0.000530,Not Available,86.96,24.194,,0.06500,
Q4,1788,,Review of Development Economics,REV DEV ECON,1363-6669,"1,211",0.841,0.806,,0.861,0.302,86,10.4,11.0,0.001110,0.250,98.84,17.819,,0.13573,
Q4,1790,,ANASTHESIOLOGIE & INTENSIVMEDIZIN,ANASTH INTENSIVMED,0170-5334,345,0.840,0.585,,0.785,0.352,71,4.9,7.8,0.000270,0.095,78.87,4.427,,0.03340,
Q4,1790,,COMBUSTION EXPLOSION AND SHOCK WAVES,COMBUST EXPLO SHOCK+,0010-5082,"2,382",0.840,0.604,,1.058,0.129,93,14.5,14.1,0.001210,0.207,98.92,14.555,,0.14839,
Q4,1790,,DEVELOPING ECONOMIES,DEV ECON,0012-1533,421,0.840,0.840,,0.781,0.000,12,13.8,12.7,0.000160,0.205,100.00,16.465,,0.02018,
Q4,1790,,Handchirurgie Mikrochirurgie Plastische Chirurgie,HANDCHIR MIKROCHIR P,0722-1819,545,0.840,0.436,,0.669,0.133,60,9.2,8.7,0.000400,0.122,93.33,11.190,,0.04941,
Q4,1790,,JOURNAL OF ANALYTICAL CHEMISTRY,J ANAL CHEM+,1061-9348,"2,106",0.840,0.720,,0.855,0.073,179,7.8,9.8,0.001550,0.128,83.24,9.884,,0.18919,
Q4,1790,,POLAR RECORD,POLAR REC,0032-2474,625,0.840,0.667,,0.904,0.686,35,9.2,9.5,0.000610,0.221,94.29,11.051,,0.07449,
Q4,1796,,Inorganic and Nano-Metal Chemistry,INORG NANO-MET CHEM,2470-1556,304,0.839,0.824,,0.839,0.125,64,2.4,8.0,0.000000,Not Available,100.00,8.921,,Not Available,
Q4,1796,,ZEITSCHRIFT FUR NATURFORSCHUNG SECTION B-A JOURNAL OF CHEMICAL SCIENCES,Z NATURFORSCH B,0932-0776,"3,408",0.839,0.639,,0.718,0.228,114,18.3,11.6,0.000970,0.112,97.37,15.556,,0.11901,
Q4,1798,,OCEANOLOGY,OCEANOLOGY+,0001-4370,"1,251",0.838,0.616,,0.844,0.136,103,9.5,16.4,0.001090,0.188,100.00,21.970,,0.13356,
Q4,1798,,Reading & Writing Quarterly,READ WRIT Q,1057-3569,620,0.838,0.716,,1.305,0.314,35,11.4,12.2,0.000560,0.339,100.00,18.959,,0.06836,
Q4,1798,,Security Journal,SECUR J,0955-1662,536,0.838,0.784,,1.051,0.440,25,7.3,8.8,0.000590,0.238,100.00,15.217,,0.07271,
Q4,1801,,Acta Phytotaxonomica et Geobotanica,ACTA PHYTOTAX GEOBOT,1346-7565,186,0.837,0.721,,Not Available,0.318,22,9.3,16.4,0.000250,Not Available,95.45,22.436,,0.03050,
Q4,1801,,BULLETIN OF THE CHEMICAL SOCIETY OF ETHIOPIA,B CHEM SOC ETHIOPIA,1011-3924,528,0.837,0.529,,0.673,0.309,55,7.9,8.6,0.000180,0.059,100.00,16.102,,0.02283,
Q4,1801,,NORTH AMERICAN JOURNAL OF AQUACULTURE,N AM J AQUACULT,1522-2055,908,0.837,0.628,,1.077,0.386,44,8.5,13.7,0.000690,0.214,100.00,25.472,,0.08521,
Q4,1804,,CLINICAL SOCIAL WORK JOURNAL,CLIN SOC WORK J,0091-1674,774,0.836,0.781,,1.254,0.184,38,8.4,9.6,0.000620,0.251,100.00,23.864,,0.07605,
Q4,1804,,PHILOSOPHICAL MAGAZINE LETTERS,PHIL MAG LETT,0950-0839,"2,017",0.836,0.810,,1.035,0.044,45,12.6,10.0,0.001220,0.279,100.00,15.923,,0.14896,
Q4,1806,,CHINA OCEAN ENGINEERING,CHINA OCEAN ENG,0890-5487,677,0.835,0.695,,0.884,0.108,74,5.9,10.1,0.000790,0.166,100.00,15.395,,0.09670,
Q4,1806,,STRATIGRAPHY AND GEOLOGICAL CORRELATION,STRATIGR GEO CORREL+,0869-5938,835,0.835,0.608,,0.883,0.306,36,11.1,18.4,0.000690,0.278,100.00,21.025,,0.08424,
Q4,1806,,SURFACE REVIEW AND LETTERS,SURF REV LETT,0218-625X,"1,044",0.835,0.744,,0.781,0.419,160,6.3,8.7,0.000760,0.108,96.25,9.461,,0.09357,
Q4,1806,,Television & New Media,TELEV NEW MEDIA,1527-4764,775,0.835,0.784,,1.601,1.519,54,5.1,6.4,0.001720,0.540,100.00,11.413,,0.21034,
Q4,1810,,BIOCONTROL SCIENCE,BIOCONTROL SCI,1342-4815,385,0.833,0.750,,0.877,0.167,24,8.1,11.9,0.000360,0.176,100.00,3.526,,0.04410,
Q4,1810,,History of Psychology,HIST PSYCHOL,1093-4510,260,0.833,0.694,,0.954,0.444,18,7.0,27.5,0.000710,0.521,100.00,48.167,,0.08667,
Q4,1810,,INTERNATIONAL JOURNAL OF MODERN PHYSICS B,INT J MOD PHYS B,0217-9792,"4,085",0.833,0.743,,0.798,0.189,460,8.3,9.3,0.003880,0.161,99.13,13.385,,0.47365,
Q4,1810,,INTERNATIONAL JOURNAL OF NUMERICAL MODELLING-ELECTRONIC NETWORKS DEVICES AND FIELDS,INT J NUMER MODEL EL,0894-3370,544,0.833,0.733,,0.664,0.444,117,4.3,8.4,0.000780,0.154,100.00,15.963,,0.09522,
Q4,1810,,JOURNAL OF GERONTOLOGICAL SOCIAL WORK,J GERONTOL SOC WORK,1540-4048,"1,106",0.833,0.738,,Not Available,0.391,46,9.4,8.0,0.000990,Not Available,91.30,17.045,,0.12089,
Q4,1810,,Journal of Hyperbolic Differential Equations,J HYPERBOL DIFFER EQ,0219-8916,332,0.833,0.833,,0.876,0.056,18,8.7,11.9,0.001100,0.725,100.00,22.963,,0.13509,
Q4,1810,,Operative Orthopadie und Traumatologie,OPER ORTHOP TRAUMATO,0934-6694,465,0.833,0.705,,0.864,0.091,44,7.3,7.3,0.000560,0.218,100.00,12.805,,0.06904,
Q4,1817,,JOURNAL OF PEDIATRIC ORTHOPAEDICS-PART B,J PEDIATR ORTHOP B,1060-152X,"1,619",0.832,0.765,,0.951,0.276,98,9.9,12.5,0.001800,0.280,94.90,10.285,,0.22033,
Q4,1817,,PLASMA PHYSICS REPORTS,PLASMA PHYS REP+,1063-780X,"1,557",0.832,0.672,,0.797,0.144,125,10.4,13.4,0.001530,0.213,100.00,13.235,,0.18747,
Q4,1819,,JOURNAL OF THE AMERICAN HELICOPTER SOCIETY,J AM HELICOPTER SOC,0002-8711,"1,025",0.831,0.614,,1.134,0.333,39,13.9,10.9,0.000870,0.330,100.00,24.194,,0.10617,
Q4,1819,,Journal of Theoretical and Applied Mechanics,J THEOR APP MECH-POL,1429-2955,"1,008",0.831,0.783,,0.890,0.213,61,6.4,10.9,0.000950,0.148,100.00,11.397,,0.11647,
Q4,1819,,Open Astronomy,OPEN ASTRON,****-****,69,0.831,0.779,,0.831,0.158,19,Not Available,10.4,0.000260,0.274,94.74,15.441,,0.03253,
Q4,1822,,Journal of Power Electronics,J POWER ELECTRON,1598-2092,"1,041",0.830,0.602,,0.789,0.241,145,4.3,5.6,0.001560,0.146,100.00,14.098,,0.19152,
Q4,1822,,NEUROCASE,NEUROCASE,1355-4794,"1,086",0.830,0.830,,0.938,0.054,37,10.2,11.9,0.001150,0.272,94.59,8.514,,0.14125,
Q4,1822,,POLYMER SCIENCE SERIES C,POLYM SCI SER C+,1811-2382,283,0.830,0.830,,1.701,0.000,17,6.5,10.0,0.000290,0.304,0.00,12.921,,0.03604,
Q4,1825,,Anales del Sistema Sanitario De Navarra,AN SIST SANIT NAVAR,1137-6627,373,0.829,0.378,,0.671,0.364,33,7.3,6.4,0.000200,0.079,87.88,8.539,,0.02523,
Q4,1825,,Anales del Sistema Sanitario De Navarra,AN SIST SANIT NAVAR,1137-6627,373,0.829,0.378,,0.671,0.364,33,7.3,6.4,0.000200,0.079,87.88,8.539,,0.02523,
Q4,1825,,Clinical Nurse Specialist,CLIN NURSE SPEC,0887-6274,587,0.829,0.671,,1.175,0.185,27,7.6,5.8,0.000610,0.258,100.00,16.804,,0.07524,
Q4,1825,,Clinical Nurse Specialist,CLIN NURSE SPEC,0887-6274,587,0.829,0.671,,1.175,0.185,27,7.6,5.8,0.000610,0.258,100.00,16.804,,0.07524,
Q4,1825,,HISTORY OF POLITICAL ECONOMY,HIST POLIT ECON,0018-2702,800,0.829,0.524,,0.836,0.500,40,16.1,36.4,0.000730,0.307,97.50,46.621,,0.08925,
Q4,1825,,Macedonian Journal of Chemistry and Chemical Engineering,MACED J CHEM CHEM EN,1857-5552,206,0.829,0.707,,0.818,0.000,25,5.8,11.7,0.000220,0.135,96.00,15.985,,0.02755,
Q4,1831,,INTERNATIONAL JOURNAL OF SOCIAL WELFARE,INT J SOC WELF,1369-6866,"1,092",0.828,0.750,,1.486,0.389,36,8.9,9.9,0.000990,0.452,97.22,19.318,,0.12184,
Q4,1832,,BIOLOGICAL RHYTHM RESEARCH,BIOL RHYTHM RES,0929-1016,816,0.826,0.640,,0.765,0.427,82,6.7,10.8,0.000860,0.166,96.34,16.726,,0.10532,
Q4,1832,,JOURNAL OF NIPPON MEDICAL SCHOOL,J NIPPON MED SCH,1345-4676,667,0.826,0.725,,0.805,0.088,57,8.7,9.1,0.000530,0.161,84.21,21.515,,0.06507,
Q4,1834,,New Medit,NEW MEDIT,1594-5685,300,0.825,0.556,,0.957,0.059,34,5.8,9.3,0.000170,0.086,100.00,24.487,,0.02157,
Q4,1834,,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-CIVIL ENGINEERING,P I CIVIL ENG-CIV EN,0965-089X,336,0.825,0.683,,0.665,1.531,32,7.0,5.3,0.000270,0.136,96.88,13.806,,0.03371,
Q4,1834,,Science and Technology of Nuclear Installations,SCI TECHNOL NUCL INS,1687-6075,564,0.825,0.738,,0.832,0.045,44,6.2,10.2,0.001060,0.267,100.00,25.000,,0.12944,
Q4,1837,,Discrete Optimization,DISCRETE OPTIM,1572-5286,608,0.824,0.794,,0.892,0.156,32,9.0,13.4,0.001280,0.577,100.00,19.255,,0.15650,
Q4,1837,,ELECTRIC POWER COMPONENTS AND SYSTEMS,ELECTR POW COMPO SYS,1532-5008,"1,852",0.824,0.760,,1.177,0.196,107,5.2,6.8,0.002280,0.198,99.07,13.722,,0.27873,
Q4,1837,,International Journal for the Psychology of Religion,INT J PSYCHOL RELIG,1050-8619,730,0.824,0.765,,1.354,0.438,16,11.0,8.9,0.000520,0.417,93.75,23.551,,0.06355,
Q4,1837,,Journal of Essential Oil Bearing Plants,J ESSENT OIL BEAR PL,0972-060X,"1,413",0.824,0.662,,0.840,0.259,112,5.3,10.0,0.001340,0.115,100.00,22.009,,0.16398,
Q4,1837,,Journal of Professional Capital and Community,J PROF CAP COMMUNITY,2056-9548,92,0.824,0.618,,1.615,0.444,18,Not Available,9.1,0.000190,0.304,83.33,17.300,,0.02438,
Q4,1837,,NERVENARZT,NERVENARZT,0028-2804,"1,502",0.824,0.660,,0.765,0.328,134,8.1,5.8,0.001330,0.145,88.81,6.683,,0.16346,
Q4,1837,,SPECTROSCOPY,SPECTROSCOPY-US,0887-6703,576,0.824,0.680,,0.771,0.215,65,7.1,6.1,0.000590,0.147,100.00,20.238,,0.07231,
Q4,1837,,Space and Culture,SPACE CULT,1206-3312,534,0.824,0.735,,1.038,0.382,34,9.2,13.1,0.000670,0.335,100.00,40.139,,0.08244,
Q4,1837,,TRANSPORTATION PLANNING AND TECHNOLOGY,TRANSPORT PLAN TECHN,0308-1060,909,0.824,0.794,,1.170,0.313,48,8.7,8.7,0.000830,0.268,100.00,6.944,,0.10195,
Q4,1846,,FEW-BODY SYSTEMS,FEW-BODY SYST,0177-7963,994,0.823,0.719,,0.680,0.587,63,5.5,12.6,0.001870,0.209,100.00,20.588,,0.22908,
Q4,1847,,Acta Microscopica,ACTA MICROSC,0798-4545,137,0.822,0.600,,0.449,0.205,220,1.7,3.6,0.000010,0.012,99.55,5.000,,0.00191,
Q4,1847,,Engineering Management Journal,ENG MANAG J,1042-9247,518,0.822,0.689,,1.131,0.300,20,9.7,10.9,0.000160,0.123,95.00,9.223,,0.02033,
Q4,1847,,Engineering Management Journal,ENG MANAG J,1042-9247,518,0.822,0.689,,1.131,0.300,20,9.7,10.9,0.000160,0.123,95.00,9.223,,0.02033,
Q4,1850,,CANADIAN JOURNAL OF DIETETIC PRACTICE AND RESEARCH,CAN J DIET PRACT RES,1486-3847,571,0.821,0.731,,1.188,0.088,34,7.7,7.0,0.000610,0.278,94.12,12.921,,0.07549,
Q4,1850,,JOURNAL OF BACK AND MUSCULOSKELETAL REHABILITATION,J BACK MUSCULOSKELET,1053-8127,"1,040",0.821,0.798,,1.099,0.162,117,4.6,11.7,0.002060,0.270,94.87,9.227,,0.25149,
Q4,1852,,CERAMICS-SILIKATY,CERAM-SILIKATY,0862-5468,731,0.820,0.750,,0.855,0.100,50,8.7,7.9,0.000430,0.140,98.00,23.214,,0.05365,
Q4,1853,,Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas,B LATINOAM CARIBE PL,0717-7917,406,0.819,0.651,,0.758,0.071,42,6.7,10.1,0.000340,0.123,80.95,7.335,,0.04230,
Q4,1853,,MILITARY PSYCHOLOGY,MIL PSYCHOL,0899-5605,872,0.819,0.790,,1.201,0.175,40,9.4,10.0,0.001070,0.408,97.50,22.826,,0.13138,
Q4,1855,,International Journal of Optomechatronics,INT J OPTOMECHATRONI,1559-9612,145,0.818,0.818,,0.918,0.500,4,6.3,6.7,0.000220,0.244,100.00,12.462,,0.02740,
Q4,1856,,Clinical Case Studies,CLIN CASE STUD,1534-6501,313,0.817,0.400,,0.853,0.067,30,6.8,9.1,0.000260,0.135,96.67,15.503,,0.03255,
Q4,1856,,JOURNAL OF TIME SERIES ANALYSIS,J TIME SER ANAL,0143-9782,"1,720",0.817,0.753,,1.117,0.262,65,15.4,10.5,0.002500,0.931,98.46,26.198,,0.30533,
Q4,1858,,NURSING ECONOMICS,NURS ECON,0746-1739,800,0.816,0.697,,1.268,0.303,33,8.6,4.3,0.000610,0.267,93.94,15.985,,0.07522,
Q4,1858,,NURSING ECONOMICS,NURS ECON,0746-1739,800,0.816,0.697,,1.268,0.303,33,8.6,4.3,0.000610,0.267,93.94,15.985,,0.07522,
Q4,1858,,PROCEEDINGS OF THE BIOLOGICAL SOCIETY OF WASHINGTON,P BIOL SOC WASH,0006-324X,"1,382",0.816,0.763,,0.578,0.600,10,29.4,19.4,0.000320,0.191,100.00,23.118,,0.03965,
Q4,1861,,Bauingenieur,BAUINGENIEUR-GERMANY,0005-6650,367,0.815,0.570,,0.542,0.500,54,4.8,6.9,0.000820,0.202,100.00,15.657,,0.10125,
Q4,1861,,JOURNAL OF ADDICTIVE DISEASES,J ADDICT DIS,1055-0887,"1,172",0.815,0.815,,1.566,Not Available,0,9.5,Not Available,0.001170,0.561,Not Available,6.944,,0.14347,
Q4,1861,,JPC-JOURNAL OF PLANAR CHROMATOGRAPHY-MODERN TLC,JPC-J PLANAR CHROMAT,0933-4173,546,0.815,0.644,,0.561,0.118,68,8.1,8.8,0.000420,0.098,98.53,8.721,,0.05214,
Q4,1864,,Brazilian Journal of Pharmaceutical Sciences,BRAZ J PHARM SCI,1984-8250,"1,076",0.814,0.798,,0.996,0.011,87,6.1,9.6,0.000970,0.146,97.70,5.370,,0.11865,
Q4,1864,,EDUCATIONAL STUDIES,EDUC STUD-UK,0305-5698,868,0.814,0.800,,1.114,0.409,44,9.9,12.1,0.000560,0.254,97.73,16.920,,0.06884,
Q4,1864,,NUKLEONIKA,NUKLEONIKA,0029-5922,560,0.814,0.814,,0.631,0.056,18,8.6,10.8,0.000610,0.156,100.00,8.947,,0.07442,
Q4,1867,,HIGH ENERGY CHEMISTRY,HIGH ENERG CHEM+,0018-1439,689,0.813,0.462,,0.698,0.238,84,7.4,9.9,0.000420,0.083,100.00,5.975,,0.05205,
Q4,1867,,JOURNAL OF PHILOSOPHY OF EDUCATION,J PHILOS EDUC,0309-8249,817,0.813,0.648,,0.921,0.139,36,11.4,13.9,0.000620,0.231,100.00,41.358,,0.07622,
Q4,1867,,Journal of Fish and Wildlife Management,J FISH WILDL MANAG,1944-687X,366,0.813,0.741,,0.897,0.033,60,5.0,13.8,0.000910,0.288,100.00,15.595,,0.11173,
Q4,1867,,ORTHOPADE,ORTHOPADE,0085-4530,"1,193",0.813,0.728,,0.690,0.139,122,9.8,8.5,0.001170,0.153,95.90,9.146,,0.14343,
Q4,1871,,CROATICA CHEMICA ACTA,CROAT CHEM ACTA,0011-1643,"1,399",0.812,0.752,,0.879,0.163,43,12.6,10.5,0.000670,0.166,95.35,14.972,,0.08200,
Q4,1871,,Current Medical Imaging,CURR MED IMAGING,1573-4056,463,0.812,0.702,,0.689,0.110,109,6.8,8.3,0.000300,0.086,59.63,7.895,,0.03729,
Q4,1871,,Environment Protection Engineering,ENVIRON PROT ENG,0324-8828,528,0.812,0.769,,0.763,0.152,33,6.5,8.8,0.000380,0.108,100.00,8.491,,0.04644,
Q4,1874,,BIOLOGIA,BIOLOGIA,0006-3088,"2,247",0.811,0.762,,0.875,0.335,161,7.9,11.2,0.002120,0.192,97.52,22.043,,0.25914,
Q4,1874,,CHINESE JOURNAL OF GEOPHYSICS-CHINESE EDITION,CHINESE J GEOPHYS-CH,0001-5733,"4,768",0.811,0.457,,0.945,0.226,380,6.8,11.2,0.004290,0.168,99.47,10.000,,0.52451,
Q4,1874,,INFORMATION TECHNOLOGY AND LIBRARIES,INFORM TECHNOL LIBR,0730-9295,243,0.811,0.730,,0.904,0.000,26,7.8,6.6,0.000120,0.120,100.00,17.833,,0.01529,
Q4,1874,,NARRATIVE INQUIRY,NARRAT INQ,1387-6740,512,0.811,0.649,,0.625,0.167,18,13.3,12.5,0.000240,0.205,100.00,27.757,,0.03030,
Q4,1878,,AFRICAN INVERTEBRATES,AFR INVERTEBR,1681-5556,199,0.810,0.762,,0.571,0.111,9,8.2,20.1,0.000290,0.220,88.89,25.225,,0.03563,
Q4,1878,,Infants & Young Children,INFANT YOUNG CHILD,0896-3746,679,0.810,0.714,,1.063,0.150,20,11.7,9.1,0.000350,0.249,100.00,13.299,,0.04288,
Q4,1878,,Progress in Transplantation,PROG TRANSPLANT,1526-9248,715,0.810,0.760,,1.050,0.213,61,7.0,5.7,0.001140,0.325,98.36,8.482,,0.13948,
Q4,1881,,BLUMEA,BLUMEA,0006-5196,546,0.809,0.723,,0.642,0.261,23,16.4,30.2,0.000290,0.223,100.00,21.581,,0.03647,
Q4,1882,,Career Development and Transition for Exceptional Individuals,CAREER DEV TRANSIT E,2165-1434,452,0.808,0.712,,Not Available,0.269,26,8.1,8.0,0.000420,Not Available,96.15,15.132,,0.05164,
Q4,1882,,Glass Technology-European Journal of Glass Science and Technology Part A,GLASS TECHNOL-PART A,1753-3546,374,0.808,0.808,,0.524,0.000,9,14.2,14.0,0.000100,0.102,100.00,19.643,,0.01325,
Q4,1882,,SOUTHERN MEDICAL JOURNAL,SOUTH MED J,0038-4348,"3,944",0.808,0.780,,0.970,0.253,99,15.9,7.7,0.002100,0.276,91.92,20.909,,0.25703,
Q4,1885,,JOURNAL OF OBSTETRICS AND GYNAECOLOGY,J OBSTET GYNAECOL,0144-3615,"2,613",0.807,0.789,,0.798,0.228,259,7.6,9.4,0.003430,0.220,89.58,5.488,,0.41955,
Q4,1885,,SINGAPORE ECONOMIC REVIEW,SINGAP ECON REV,0217-5908,300,0.807,0.798,,0.665,0.238,63,4.2,12.7,0.000390,0.113,100.00,23.854,,0.04853,
Q4,1887,,ACTA CARSOLOGICA,ACTA CARSOLOGICA,0583-6050,512,0.806,0.694,,1.064,0.200,20,9.9,12.4,0.000570,0.417,100.00,10.250,,0.07068,
Q4,1887,,Canadian Review of Sociology-Revue Canadienne de Sociologie,CAN REV SOCIOL,1755-6171,545,0.806,0.694,,1.015,0.100,30,12.0,9.0,0.000510,0.308,100.00,25.000,,0.06222,
Q4,1887,,Development Southern Africa,DEV SO AFR,0376-835X,949,0.806,0.786,,0.988,0.340,53,8.8,8.6,0.000630,0.201,100.00,6.098,,0.07803,
Q4,1887,,INTERNATIONAL REVIEW OF LAW AND ECONOMICS,INT REV LAW ECON,0144-8188,756,0.806,0.726,,0.936,0.191,47,11.7,12.0,0.001230,0.483,97.87,29.812,,0.15037,
Q4,1887,,JOURNAL OF THE HISTORY OF MEDICINE AND ALLIED SCIENCES,J HIST MED ALL SCI,0022-5045,500,0.806,0.750,,0.898,0.059,17,18.8,28.5,0.000620,0.560,100.00,36.974,,0.07596,
Q4,1887,,Japan Journal of Nursing Science,JPN J NURS SCI,1742-7932,322,0.806,0.791,,0.933,0.159,44,5.3,8.2,0.000480,0.211,97.73,15.165,,0.05859,
Q4,1887,,Japan Journal of Nursing Science,JPN J NURS SCI,1742-7932,322,0.806,0.791,,0.933,0.159,44,5.3,8.2,0.000480,0.211,97.73,15.165,,0.05859,
Q4,1887,,TECHNOLOGY AND HEALTH CARE,TECHNOL HEALTH CARE,0928-7329,"1,105",0.806,0.778,,0.827,0.330,97,4.7,9.1,0.001770,0.182,100.00,4.302,,0.21667,
Q4,1895,,CMES-COMPUTER MODELING IN ENGINEERING & SCIENCES,CMES-COMP MODEL ENG,1526-1492,"1,473",0.805,0.619,,0.815,0.468,141,9.5,8.2,0.000870,0.169,99.29,17.398,,0.10726,
Q4,1895,,Expert Opinion on Orphan Drugs,EXPERT OPIN ORPHAN D,2167-8707,402,0.805,0.787,,0.711,0.020,51,3.9,6.2,0.001460,0.228,7.84,5.000,,0.17827,
Q4,1895,,Journal of Medical Devices-Transactions of the ASME,J MED DEVICES,1932-6181,621,0.805,0.754,,0.578,0.033,60,5.5,7.4,0.001100,0.145,95.00,4.023,,0.13502,
Q4,1895,,Journal of PeriAnesthesia Nursing,J PERIANESTH NURS,1089-9472,728,0.805,0.598,,0.907,0.321,134,7.0,7.3,0.000540,0.139,91.04,14.345,,0.06691,
Q4,1895,,Journal of PeriAnesthesia Nursing,J PERIANESTH NURS,1089-9472,728,0.805,0.598,,0.907,0.321,134,7.0,7.3,0.000540,0.139,91.04,14.345,,0.06691,
Q4,1900,,Ecological Restoration,ECOL RESTOR,1543-4060,415,0.804,0.706,,Not Available,0.000,20,8.7,11.1,0.000400,Not Available,100.00,12.798,,0.04930,
Q4,1900,,JOURNAL AMERICAN WATER WORKS ASSOCIATION,J AM WATER WORKS ASS,2164-4535,"3,051",0.804,0.761,,0.788,0.067,104,19.5,9.0,0.001440,0.179,100.00,10.678,,0.17679,
